demand_GB,prices_GB,demand_DE,prices_DE,demand_NO,prices_NO_south,wind_300,wind1200,windGB,windDE,windNO,solarDE,wind0.3,wind1.2,const
40606,44.34306412,68013,66.24,14244,31.56,77.477859,277.303489,373.192686,3009.116757,21.075591,1.04E+04,0.25825953,0.231086241,1
40606,58.13810111,67732,63.63,13992,31.4,106.698252,409.075535,402.601062,3496.06655,19.844695,1.10E+04,0.35566084,0.340896279,1
40720,44.44307028,67576,55.47,13928,31.55,141.313708,570.477537,432.009439,4013.237154,18.6138,1.11E+04,0.471045693,0.475397948,1
40604,44.55385327,66594,51.77,13905,31.53,175.371101,728.040297,461.417815,4530.407757,17.382905,1.08E+04,0.584570337,0.606700248,1
39905,44.65088163,64783,49.07,13869,31.28,180.919014,781.572745,566.710291,4564.875628,16.817888,9.93E+03,0.60306338,0.651310621,1
39377,46.88841554,63604,49.82,13751,31.23,186.466927,838.737893,684.423313,4599.343498,16.25287,8.31E+03,0.621556423,0.698948244,1
39489,52.21159679,62508,48.47,13580,31.13,192.016189,895.903041,809.233603,4633.811368,15.687853,6.04E+03,0.640053963,0.746585868,1
40825,63.51418002,62202,49.37,13467,31.09,198.068458,939.378793,950.48923,4668.279238,15.122836,3.48E+03,0.660228193,0.782815661,1
41106,54.41978422,61561,51.67,13367,31.08,204.120727,977.488891,1100.962285,4704.296529,14.557819,1.06E+03,0.680402423,0.814574076,1
39968,44.67282367,59620,51.97,13481,31.05,210.172996,1012.749369,1312.845725,4745.657973,13.992802,2.09E+02,0.700576653,0.843957808,1
38758,50.19112207,58492,48.33,13480,30.88,208.323536,1014.634808,1359.977062,4920.708215,16.509009,0.00E+00,0.694411787,0.845529007,1
37882,56.24537608,54522,49.91,13257,30.98,206.474076,1016.520247,1407.108399,5095.758457,19.025217,0.00E+00,0.68824692,0.847100206,1
37764,56.96670777,49052,50.23,12530,29.72,204.624615,1018.405686,1454.239735,5270.808699,21.541425,0.00E+00,0.68208205,0.848671405,1
34656,56.60295931,44958,46.18,11850,28.06,202.775155,1020.291125,1501.371072,5445.858941,28.372897,0.00E+00,0.675917183,0.850242604,1
30107,54.77188656,43054,40.47,11556,27.12,200.925695,1022.176564,1548.502408,5620.909182,35.92152,0.00E+00,0.669752317,0.851813803,1
27224,48.65598027,42723,38.88,11475,26.57,199.076235,1024.062004,1595.633745,5795.959424,43.470143,0.00E+00,0.66358745,0.853385003,1
27532,51.06658446,43157,39.74,11515,26.55,197.067418,1024.72494,1642.397786,5507.221154,44.644626,0.00E+00,0.656891393,0.85393745,1
27659,51.85573366,44390,37.61,11671,27.25,195.058601,1025.387876,1689.161827,5218.482884,45.929062,0.00E+00,0.650195337,0.854489897,1
27060,48.82860666,47019,36.38,11970,28.8,193.049785,1026.050813,1735.925868,4929.744614,47.213497,0.00E+00,0.643499283,0.855042344,1
26608,48.34155364,53660,37.55,13153,30.05,191.120887,1026.713749,1782.689909,4650.005287,48.497933,4.42E+02,0.637069623,0.855594791,1
26723,48.24290999,59463,48.36,14430,31.04,189.279472,1027.376686,1829.453951,4409.390062,49.782368,1.72E+03,0.630931573,0.856147238,1
31589,49.34032059,62225,55.53,14723,31.6,187.438057,1028.039622,1876.217992,4168.774837,51.066804,3.58E+03,0.624793523,0.856699685,1
38088,55.7459926,63779,72.84,14580,31.47,181.285151,1015.139117,1933.061105,4353.561028,55.435761,5.40E+03,0.604283837,0.845949264,1
39736,54.66707768,65055,78.04,14460,31.3,175.132244,998.78178,1989.904219,4538.347219,59.804719,6.87E+03,0.583774147,0.83231815,1
40249,44.91325524,66556,72.47,14269,30.89,168.979338,978.140972,2052.687036,4728.760092,64.173677,7.81E+03,0.56326446,0.815117477,1
40253,44.75732429,65430,65.55,14159,30.77,162.826432,957.500164,2115.846051,4950.503521,68.542635,8.23E+03,0.542754773,0.797916803,1
40379,44.73650432,64614,63.92,13938,30.83,156.25053,936.859357,2179.005066,5172.24695,72.911593,8.30E+03,0.5208351,0.780716131,1
40302,44.67471023,63491,58.08,13768,30.73,148.978913,916.218549,2242.16408,5393.99038,78.350688,8.07E+03,0.496596377,0.763515458,1
39629,44.55778052,61906,50.86,13646,30.24,121.492532,813.011462,2055.921998,5186.042813,75.029924,7.41E+03,0.404975107,0.677509552,1
39345,44.65670777,60069,46.34,13576,30.19,98.005205,712.72051,1882.040923,4978.095247,71.967327,6.19E+03,0.326684017,0.593933758,1
39226,44.67099877,59278,44.48,13371,30.02,76.975226,612.576969,1714.423049,4770.147681,69.310716,4.51E+03,0.256584087,0.510480808,1
40334,44.7434402,58800,43.01,13238,30.2,58.630795,498.484245,1546.805174,4584.333429,66.654104,2.63E+03,0.195435983,0.415403538,1
40560,44.76057337,57877,47.27,13293,29.9,45.944773,399.100518,1379.1873,4411.043791,63.997492,8.77E+02,0.153149243,0.332583765,1
39723,44.72050555,55649,49.76,13317,29.55,33.258751,310.822244,1211.569425,4237.754152,61.34088,1.90E+02,0.110862503,0.259018537,1
38754,44.78723798,54423,50.54,13043,29.4,30.616808,283.001016,1045.094819,3563.000816,62.943714,0.00E+00,0.102056027,0.23583418,1
37801,44.68024044,51809,52.01,12798,29.02,27.974865,255.179789,924.706688,2936.597984,64.546548,0.00E+00,0.09324955,0.212649824,1
37693,52.15172626,46345,52.85,12411,27.74,25.332922,231.572374,804.318558,2396.795315,66.149382,0.00E+00,0.084443073,0.192976978,1
34609,45.00220715,42661,52.2,11597,26.15,23.34549,213.024889,697.717022,1862.244485,67.752216,0.00E+00,0.0778183,0.177520741,1
30154,56.04192355,40641,43.46,11187,24.08,22.024518,194.477404,597.39358,1457.392483,69.355049,0.00E+00,0.07341506,0.162064503,1
27330,50.06165228,39427,41.93,11050,23.4,20.703547,175.929919,499.87611,1052.540481,70.957883,0.00E+00,0.069011823,0.146608266,1
27462,54.28483354,39191,35.74,10953,22.76,16.69579,139.386273,526.094686,1148.763736,59.664483,0.00E+00,0.055652633,0.116155228,1
27334,56.69543773,39063,36.01,10932,22.17,12.688034,102.842628,555.119235,1244.986991,48.371083,0.00E+00,0.042293447,0.08570219,1
26727,49.66707768,37258,36.76,10938,22.04,8.680278,81.149491,584.143783,1341.210246,38.758262,0.00E+00,0.02893426,0.067624576,1
26151,49.56843403,36397,35.05,11485,23.95,5.557507,62.877669,613.168332,1437.433501,30.288212,5.12E+02,0.018525023,0.052398058,1
26405,44.00110974,38500,35.86,12302,25.89,4.221588,44.605846,642.19288,1533.656756,21.872721,2.90E+03,0.01407196,0.037171538,1
31107,50.32675709,41848,39.33,13230,27.43,2.88567,26.334023,671.217429,1629.880011,19.049371,6.42E+03,0.0096189,0.021945019,1
37791,48.17618989,44739,36.59,13519,27.46,2.725718,21.633627,541.622865,1434.701882,20.664943,9.76E+03,0.009085727,0.018028023,1
40010,43.93440197,47013,33.75,13284,25.59,2.565766,18.489247,431.842641,1239.523753,23.041544,1.23E+04,0.008552553,0.015407706,1
40656,43.77254007,49749,29.28,13059,25.69,2.405814,15.344867,328.166991,1044.345624,27.888259,1.39E+04,0.00801938,0.012787389,1
40727,43.79126387,48961,27.33,12651,24.31,2.245862,12.200487,245.033505,909.055832,32.734975,1.45E+04,0.007486207,0.010167073,1
40821,44.21319975,46825,23.01,12417,23.43,2.085911,9.056106,167.276767,843.996456,37.58169,1.46E+04,0.006953037,0.007546755,1
41013,44.55808261,45095,23.14,12302,22.75,1.925959,5.911726,132.06001,778.937079,42.428406,1.43E+04,0.006419863,0.004926438,1
40341,44.47228113,44109,25.38,12211,22.52,2.711554,7.83124,134.209692,847.494007,42.399931,1.33E+04,0.009038513,0.006526033,1
39974,44.41303329,43372,23.07,12080,23.24,3.497149,9.750754,136.359375,916.050935,42.371457,1.12E+04,0.011657163,0.008125628,1
39815,44.5051603,44100,20.27,12059,25.64,4.282745,11.670269,138.509058,1075.82359,42.342982,8.15E+03,0.014275817,0.009725224,1
40740,44.62061036,45037,25.39,12191,27.8,5.06834,13.589783,140.658741,1281.494374,42.314508,4.64E+03,0.016894467,0.011324819,1
40819,44.54604809,45062,28.27,12117,27.9,5.853935,15.509297,142.808424,1487.165158,42.286033,1.24E+03,0.019513117,0.012924414,1
39950,44.54234895,44469,36.74,12161,27.88,7.918591,17.428811,144.958107,1692.835942,42.257559,2.27E+02,0.026395303,0.014524009,1
39015,50.68500617,45311,44.79,12290,28.27,10.117006,22.677897,215.936628,2092.81125,41.949062,0.00E+00,0.033723353,0.018898248,1
38274,44.51893342,44920,45.58,12525,28.78,12.31542,35.780946,303.658937,2554.507911,41.640565,0.00E+00,0.0410514,0.029817455,1
37923,56.07274969,41539,45.39,12110,27.81,14.513834,51.528202,419.62166,3016.204571,41.332068,0.00E+00,0.048379447,0.042940168,1
34439,45.65171393,38125,33.98,11796,28.09,16.712248,67.275458,542.955922,3564.876539,41.023571,0.00E+00,0.055707493,0.056062882,1
29869,44.60960543,36166,30.49,11529,27.41,18.910663,83.022714,689.15977,4141.997365,40.715074,0.00E+00,0.063035543,0.069185595,1
26854,36.45425401,35667,22.61,11308,25.36,21.109077,101.53994,849.10634,4723.941828,40.406577,0.00E+00,0.07036359,0.084616617,1
27039,36.10816893,35871,19.73,11326,23.85,25.264392,127.857687,886.377097,5087.954725,45.545594,0.00E+00,0.08421464,0.106548073,1
26793,36.54107891,36953,16.32,11429,24,32.310629,154.175433,923.647855,5451.967622,51.815752,0.00E+00,0.107702097,0.128479528,1
26021,36.29454377,38921,17.69,11684,26.23,39.356867,180.493179,960.918612,5815.980519,58.08591,0.00E+00,0.131189557,0.150410983,1
25470,35.00303946,44014,18.95,12503,28.68,46.403104,206.810925,998.189369,6179.993417,64.356068,5.65E+02,0.154677013,0.172342438,1
25573,34.97202836,49306,23.78,13515,29.82,53.449342,233.128671,1035.460126,6544.006314,70.626226,2.64E+03,0.178164473,0.194273893,1
30289,37.79175709,53307,31.99,13934,30.26,60.743369,269.169627,1072.730883,7075.528816,77.87048,5.67E+03,0.202477897,0.224308023,1
36752,42.6587238,54712,32.23,14057,30.35,79.331606,343.988358,1234.602914,6693.430367,75.525821,8.56E+03,0.264438687,0.286656965,1
39266,43.23819359,55827,35.28,14185,30.2,100.346475,434.541999,1396.764502,6398.554613,73.181162,1.08E+04,0.33448825,0.362118333,1
40049,43.9694328,58308,39.34,14168,29.98,123.622782,534.348409,1558.926091,6143.822314,71.269203,1.22E+04,0.41207594,0.445290341,1
40179,43.42171393,58881,36.25,13971,29.85,150.472457,641.432232,1721.08768,5889.090015,69.393476,1.28E+04,0.501574857,0.53452686,1
40196,43.67100493,57203,33.65,13776,29.7,174.503343,732.877349,1883.249268,5634.357716,67.517749,1.29E+04,0.58167781,0.610731124,1
39894,43.38086313,55543,25.75,13534,29.18,197.697054,829.44269,2051.202063,5379.625417,65.642022,1.26E+04,0.65899018,0.691202242,1
39188,43.28451295,54848,24.1,13346,28.83,194.296096,806.77038,1770.962126,4545.969425,55.481645,1.17E+04,0.647653653,0.67230865,1
38779,43.65181258,53632,24.47,13284,29.5,190.98721,784.098071,1496.513396,3826.417669,45.321269,9.80E+03,0.636624033,0.653415059,1
38571,51.65228113,53659,25.38,13130,29.48,187.869666,761.973615,1222.064666,3111.492731,37.32067,7.16E+03,0.62623222,0.634978013,1
39592,48.56966708,53371,34.22,13135,29.38,184.752121,741.190665,989.513957,2535.851326,29.700387,4.14E+03,0.615840403,0.617658888,1
40029,43.26210851,52737,43.87,13133,29.24,181.634577,720.407714,806.548137,1960.209922,22.080105,1.24E+03,0.60544859,0.600339762,1
39146,43.19431566,50729,44.2,12975,28.95,178.517032,699.624764,647.426931,1507.926388,19.419941,2.58E+02,0.595056773,0.583020637,1
37954,42.02095561,49623,39.4,12775,29.12,169.815326,650.185792,613.898681,1420.983513,17.99599,0.00E+00,0.566051087,0.541821493,1
36855,40.80688039,47590,48.8,12718,28.75,161.11362,594.337151,580.370431,1334.040639,16.572038,0.00E+00,0.5370454,0.495280959,1
35857,42.07234279,43374,51.03,12458,27.99,151.21408,535.909276,546.842181,1247.097765,15.148087,0.00E+00,0.504046933,0.446591063,1
32734,40.44995068,40177,45.08,11873,27.45,140.930246,477.868877,513.313931,1160.154891,13.724136,0.00E+00,0.469767487,0.398224064,1
29203,44.80919236,38138,43.49,11676,26.91,130.646412,428.429905,486.048545,1073.212016,12.300184,0.00E+00,0.43548804,0.357024921,1
26351,36.56110358,37377,36.5,11567,26.14,120.362577,378.990933,459.225945,986.269142,10.876233,0.00E+00,0.40120859,0.315825778,1
26210,41.0974106,36969,32.08,11533,25.55,102.288542,305.259248,477.921073,1044.35122,12.460213,0.00E+00,0.340961807,0.254382707,1
25667,39.27866831,37547,32.37,11380,24.89,84.7666,238.108185,496.616201,1102.433298,14.044194,0.00E+00,0.282555333,0.198423488,1
24852,37.29594945,37803,32.4,11376,25.81,70.024392,192.710205,516.364162,1160.515376,15.628174,0.00E+00,0.23341464,0.160591838,1
24168,34.94921702,39714,31.2,11609,26.82,56.854789,147.312225,539.733072,1218.597454,17.212155,7.36E+02,0.189515963,0.122760188,1
23543,34.980709,43628,31.6,11997,27.1,47.026651,101.914245,563.101982,1276.679531,18.796135,2.47E+03,0.156755503,0.084928538,1
25485,38.87792848,48403,31.05,12648,27.75,37.198512,76.258133,586.470892,1334.761609,20.380115,4.91E+03,0.12399504,0.063548444,1
29061,38.69102343,51859,34.74,13214,28.45,35.581913,71.144036,557.924831,1344.788536,21.227107,7.34E+03,0.118606377,0.059286697,1
32839,47.99630086,53699,38.19,13422,28.68,33.965314,66.029939,529.37877,1354.815462,22.422296,9.32E+03,0.113217713,0.055024949,1
35130,40.69050555,54791,39.89,13300,28.64,32.348714,60.915842,502.886167,1364.842388,24.963271,1.06E+04,0.107829047,0.050763202,1
35988,61.84340321,53992,39.92,13127,28.35,30.732115,55.801745,480.049319,1374.869314,27.504245,1.12E+04,0.102440383,0.046501454,1
36012,69.48828607,52318,35.82,12923,28.01,29.115516,50.687648,457.21247,1384.896241,30.04522,1.13E+04,0.09705172,0.042239707,1
35672,64.00739827,50606,31.06,12698,27.76,27.498916,45.573551,434.375621,1394.923167,32.586195,1.10E+04,0.091663053,0.037977959,1
34800,52.23181258,49531,31.37,12618,27.65,26.837233,50.903397,356.139561,1560.127802,31.062645,1.01E+04,0.089457443,0.042419498,1
33873,50.18495684,48612,31.48,12574,27.77,26.175551,56.233244,285.092626,1725.332437,29.539096,8.41E+03,0.087251837,0.046861037,1
33383,44.2108508,48811,28.73,12707,28.48,25.513868,61.56309,226.415581,1894.716097,28.015547,6.16E+03,0.085046227,0.051302575,1
33926,47.70653514,49015,33.75,12834,28.58,24.852185,66.892936,167.738536,2114.988944,26.491997,3.67E+03,0.082840617,0.055744113,1
35228,53.19358816,48190,42.04,12877,28.37,24.190502,72.222782,138.57383,2335.261791,24.968448,1.36E+03,0.080635007,0.060185652,1
35241,51.78175092,46075,45.76,12785,28.14,23.76441,77.552629,119.014815,2555.534638,23.444899,3.46E+02,0.0792147,0.064627191,1
34218,47.54782984,45270,45.56,12562,28.19,21.136251,69.601408,141.933758,2637.140479,20.937641,0.00E+00,0.07045417,0.058001173,1
33356,41.3889889,44142,40.01,12454,28.21,18.508093,61.650187,187.898101,2718.746321,19.460317,0.00E+00,0.061693643,0.051375156,1
32899,41.46689889,41347,37.39,12208,28.01,15.879935,53.698966,256.654929,2800.352162,17.982992,0.00E+00,0.052933117,0.044749138,1
31249,41.13425401,38091,35.83,11666,26.87,13.251777,45.747745,331.662342,2881.958003,16.505667,0.00E+00,0.04417259,0.038123121,1
28654,50.66584464,35847,25.31,11377,25.24,10.623618,37.796524,423.338112,2963.563844,15.028343,0.00E+00,0.03541206,0.031497103,1
25947,41.13951911,34509,16.56,11166,23.23,7.99546,29.845303,515.992352,3045.169685,13.551018,0.00E+00,0.026651533,0.024871086,1
25578,46.34401973,34377,16.89,11059,21.27,8.719111,36.805247,457.564043,2839.702193,14.602453,0.00E+00,0.029063703,0.030671039,1
25051,44.85819975,34568,17.62,11051,20.21,9.442762,43.765191,400.114205,2634.234701,15.653888,0.00E+00,0.031475873,0.036470993,1
24145,37.74969174,34254,15.11,10908,19.1,10.166412,50.725135,342.664367,2428.767209,16.705324,0.00E+00,0.03388804,0.042270946,1
23289,36.94204686,34962,15.64,10996,18.23,10.890063,57.685079,290.575897,2223.299717,17.756759,6.44E+02,0.03630021,0.048070899,1
22406,36.56043157,37796,18.84,11346,21.81,11.613714,64.645022,247.488518,2017.832225,18.808194,2.73E+03,0.03871238,0.053870852,1
23388,41.47348952,41976,19.87,11719,23.58,12.337364,71.604966,204.40114,1828.77355,19.85963,5.71E+03,0.041124547,0.059670805,1
25723,39.00840321,45586,22.02,12176,25.5,12.337549,74.015177,243.5175,1796.325961,18.026394,8.57E+03,0.041125163,0.061679314,1
28700,39.8512762,48322,26.98,12355,25.7,12.337733,76.425388,282.633861,1763.878372,16.193158,1.08E+04,0.041125777,0.063687823,1
31684,44.35265105,50807,30.08,12365,26.32,12.337917,78.835599,326.780296,1731.430783,14.359923,1.22E+04,0.04112639,0.065696333,1
33853,47.97780518,50034,31.96,12131,23.81,12.338101,81.24581,378.935443,1698.983195,12.526687,1.28E+04,0.041127003,0.067704842,1
34843,52.39827374,47589,26.06,12057,21.77,12.338285,83.656021,431.090591,1666.535606,10.693451,1.29E+04,0.041127617,0.069713351,1
35101,46.51193588,45277,23.56,11972,20.91,12.33847,86.066232,483.245739,1634.088017,8.860215,1.26E+04,0.041128233,0.07172186,1
34178,40.17740444,44383,28.02,11866,19.97,12.403017,86.75142,520.123139,2065.178849,8.833211,1.16E+04,0.04134339,0.07229285,1
33427,40.67541924,43498,25.07,11899,19.82,12.467564,87.436608,563.964106,2577.573675,8.806207,9.80E+03,0.041558547,0.07286384,1
33314,41.3810111,44350,24.06,11807,21.97,12.532111,88.121795,607.805072,3089.968501,8.779203,7.19E+03,0.041773703,0.073434829,1
34141,46.34401973,45712,29.9,11915,26.14,12.596658,88.806983,651.646038,3720.454158,8.752199,4.20E+03,0.04198886,0.074005819,1
34968,51.71393342,46167,39.51,12092,27.29,12.661206,89.492171,695.487004,4360.947691,8.725195,1.35E+03,0.04220402,0.074576809,1
34796,50.99260173,45579,44.51,12025,27.45,12.725753,90.177359,739.327971,5062.729468,8.698192,3.09E+02,0.042419177,0.075147799,1
34354,51.76325524,46043,41.27,12016,27.69,15.121018,107.149232,684.769481,4572.300299,10.312017,0.00E+00,0.050403393,0.089291027,1
34012,51.81874229,45746,40.87,12038,27.36,17.516283,129.943747,630.210991,4143.159375,11.925843,0.00E+00,0.05838761,0.108286456,1
33964,53.79161529,41921,46.93,11796,25.65,19.911548,152.738262,575.652501,3714.01845,13.539669,0.00E+00,0.066371827,0.127281885,1
31417,40.202164,39080,35.79,11275,23.37,22.306813,175.532777,521.094011,3284.877526,15.153495,0.00E+00,0.074356043,0.146277314,1
27418,45.6101603,37711,30.48,10932,19.93,25.404155,198.327292,475.448416,2910.589281,16.767321,0.00E+00,0.084680517,0.165272743,1
24891,40.38840937,36880,30.42,10797,18.96,30.194685,221.121807,431.801624,2567.276542,18.381147,0.00E+00,0.10064895,0.184268173,1
25270,38.54500617,36940,24.62,10716,14.93,35.132756,233.440703,472.495626,2866.078204,19.873839,0.00E+00,0.117109187,0.194533919,1
25156,38.29223181,38518,18.72,10762,16.31,40.070827,248.639398,513.712033,3173.599832,21.366531,0.00E+00,0.133569423,0.207199498,1
24538,36.47965475,42221,18.24,11172,21.78,45.008898,267.117742,564.579535,3547.10191,24.777669,4.95E+00,0.15002966,0.222598118,1
24110,35.85080148,51414,27.65,12685,28.04,49.946969,285.596085,615.447036,3920.603987,29.255745,5.75E+02,0.166489897,0.237996738,1
24775,37.18865598,58322,58.49,13772,28.99,54.88504,304.074429,666.314538,4294.106065,33.733821,2.01E+03,0.182950133,0.253395358,1
29842,41.35018496,62448,72.51,13932,29.88,59.823111,322.552773,717.182039,4667.608142,38.211898,4.04E+03,0.19941037,0.268793978,1
36715,54.53760789,64542,51.57,14022,29.89,60.157106,329.187626,740.419089,4445.777346,41.391258,6.02E+03,0.200523687,0.274323022,1
39219,57.50924784,65855,59.73,13770,29.65,60.579545,335.822479,763.656139,4223.946551,44.82749,7.62E+03,0.201931817,0.279852066,1
40043,80.98027127,67255,58.64,13592,29.48,61.001984,342.457332,790.941826,4002.115755,49.066637,8.62E+03,0.203339947,0.28538111,1
39913,66.49937731,66660,94.37,13533,29.39,61.424423,349.334893,818.826286,3780.284959,53.305784,9.07E+03,0.204748077,0.291112411,1
40166,41.9512947,66323,69.44,13467,29.37,61.846862,357.444157,846.710746,3558.454163,57.544931,9.14E+03,0.206156207,0.297870131,1
40069,43.08463009,65011,58.27,13264,29.32,62.269301,365.553422,874.595206,3336.623368,61.784077,8.91E+03,0.207564337,0.304627852,1
39175,40.89795931,63448,52.5,13119,29.33,64.826178,390.828034,917.15636,3775.018855,55.665964,8.20E+03,0.21608726,0.325690028,1
38564,38.94840937,62063,51.31,13009,29.29,67.383055,416.102647,959.717514,4213.414342,49.54785,6.88E+03,0.224610183,0.346752206,1
38217,39.90066584,60704,48.85,12845,28.96,69.939931,441.377259,1002.278668,4651.80983,43.522302,5.06E+03,0.233133103,0.367814383,1
39158,42.00147349,60407,49.94,12557,28.58,72.496808,466.651872,1044.839822,5169.24638,38.933717,3.01E+03,0.241656027,0.38887656,1
39326,41.13316276,59566,54.19,12421,28.47,75.053685,494.094936,1094.446464,5695.320965,34.345132,1.09E+03,0.25017895,0.41174578,1
38181,40.51395191,57015,53.4,12428,28.57,77.610562,523.964933,1158.288195,6221.39555,29.756547,2.83E+02,0.258701873,0.436637444,1
37066,40.36678792,55605,50.64,12310,28.64,82.262663,555.47832,1061.112606,5418.524629,31.386245,0.00E+00,0.274208877,0.4628986,1
36047,39.86753391,52235,48.95,12069,28.25,86.914764,586.991708,992.263081,4628.878091,33.015944,0.00E+00,0.28971588,0.489159757,1
36080,40.16135635,47380,47.67,11574,27.12,92.581725,618.505095,923.413557,3959.81899,34.645643,0.00E+00,0.30860575,0.515420913,1
33444,39.97523428,44232,41.46,10824,21.93,98.267626,647.861793,854.564033,3290.759889,36.275341,0.00E+00,0.327558753,0.539884828,1
28944,36.10821825,42314,35.32,10657,20.88,103.953528,674.526967,785.714508,2723.360631,37.90504,0.00E+00,0.34651176,0.562105806,1
25975,35.20554871,41396,32.03,10389,20.18,109.639429,701.192141,725.162487,2188.11335,39.534738,0.00E+00,0.365464763,0.584326784,1
25884,36.31031443,41676,29.71,10304,19.14,105.062099,660.78832,754.148575,2322.908717,42.408316,0.00E+00,0.350206997,0.550656933,1
25539,36.55764488,42963,23.16,10220,21.01,100.484769,617.545317,786.431596,2457.704084,45.775858,0.00E+00,0.33494923,0.514621098,1
24849,35.69246609,45902,25.8,10389,23.77,95.907439,569.795346,821.214902,2592.499451,49.607295,1.67E+01,0.319691463,0.474829455,1
24369,34.46252158,53742,31.43,11572,27.48,91.330109,522.045376,855.998208,2727.294818,53.438731,6.08E+02,0.304433697,0.435037813,1
24816,35.89034525,60573,43.33,13218,29.74,86.797728,475.173035,890.781514,2862.090184,57.270168,2.92E+03,0.28932576,0.395977529,1
29592,38.07322441,64506,49.08,13472,29.95,83.052639,434.769214,925.56482,2996.885551,61.101605,6.22E+03,0.27684213,0.362307678,1
35959,38.07823058,65442,51.17,13352,29.84,73.541563,388.817209,814.4966,2554.714211,59.065446,9.34E+03,0.245138543,0.324014341,1
38264,38.42749075,66790,53.25,13292,29.66,64.030487,343.798803,713.965317,2112.542871,57.029287,1.18E+04,0.213434957,0.286499003,1
38717,37.04135635,68164,52,13082,29.41,56.346274,306.201708,621.408467,1722.278649,54.993128,1.32E+04,0.187820913,0.25516809,1
38691,36.02127004,67180,51.47,12997,29.32,50.005557,268.604613,528.851618,1390.650144,52.956969,1.38E+04,0.16668519,0.223837178,1
38809,36.5445561,66933,54.27,12888,29.21,43.664839,234.005012,451.255814,1059.021639,50.92081,1.38E+04,0.145549463,0.195004177,1
38690,37.14687423,66296,49.93,12719,29.09,37.324122,208.940282,377.210335,868.464378,48.884651,1.36E+04,0.12441374,0.174116902,1
38170,37.66734895,65219,47.73,12598,28.86,36.446529,205.342614,465.692416,987.567639,46.995973,1.26E+04,0.12148843,0.171118845,1
38049,39.40808261,64088,47.43,12433,28.65,35.568937,201.744947,564.943121,1247.742144,45.107295,1.07E+04,0.118563123,0.168120789,1
38064,38.57555487,63115,50.55,12218,28.64,34.691344,198.14728,675.545722,1507.916649,43.363963,7.84E+03,0.115637813,0.165122733,1
38992,38.33257707,62506,53.12,11992,28.57,33.813752,194.549612,790.047989,1768.091155,41.947455,4.56E+03,0.112712507,0.162124677,1
39027,40.29249692,61454,53.76,11920,28.63,32.93616,190.951945,922.77111,2078.354213,40.530946,1.37E+03,0.1097872,0.159126621,1
37632,38.70735512,59164,52.26,11803,28.54,32.058567,187.354277,1055.494232,2425.253553,39.114438,3.04E+02,0.10686189,0.156128564,1
36571,45.03654131,57712,58.14,11692,28.07,28.842966,177.93061,929.566071,2305.859096,31.868646,0.00E+00,0.09614322,0.148275508,1
35667,50.16646116,54187,63.08,11385,27.64,25.627366,168.506943,803.63791,2186.464638,24.622855,0.00E+00,0.085424553,0.140422453,1
35798,50.68434032,48915,66.31,11101,25.71,23.205883,159.083275,692.533124,2067.07018,20.392354,0.00E+00,0.077352943,0.132569396,1
33460,44.56996917,45826,60.52,10469,21,21.598082,149.659608,587.59299,1947.675723,17.97709,0.00E+00,0.071993607,0.12471634,1
28820,38.53267571,43808,46.22,9947,18.12,19.990282,140.235941,488.342285,1840.710949,15.561827,0.00E+00,0.066634273,0.116863284,1
25857,36.2115598,42628,39.64,9844,17.88,18.382481,130.812273,404.390177,1751.165106,13.146563,0.00E+00,0.061274937,0.109010228,1
25377,39.23727497,42754,42.42,9836,17.45,17.718733,124.390089,399.580842,1579.205832,13.453283,0.00E+00,0.059062443,0.103658408,1
24717,35.4852651,44054,43.52,9677,17.69,17.054985,117.967905,394.771507,1407.246558,13.760003,0.00E+00,0.05684995,0.098306588,1
24210,34.58786683,46631,45.11,9842,21.49,16.391237,111.545721,389.962172,1235.287284,14.066724,2.64E+01,0.054637457,0.092954768,1
23711,34.21537608,55085,45.1,11119,26.53,15.727489,105.123536,385.152837,1063.32801,14.373444,5.83E+02,0.052424963,0.087602947,1
24189,35.69460543,61983,46.33,12552,28.03,15.063741,98.701352,380.343502,923.122912,14.680164,2.15E+03,0.05021247,0.082251127,1
28943,44.34648582,65465,55.6,12856,28.61,14.399993,94.139584,375.534167,865.803154,14.986885,4.35E+03,0.047999977,0.078449653,1
35402,55.33292232,66501,67.54,12780,28.7,15.537698,100.785594,360.009221,900.880227,14.735496,6.47E+03,0.051792327,0.083987995,1
37952,40.13563502,67976,73.42,12917,28.48,16.675402,109.292021,344.484275,935.957301,14.484108,8.16E+03,0.055584673,0.091076684,1
38816,39.62003083,69362,75.87,12570,28.12,17.813106,117.798448,328.959329,1035.103121,14.23272,9.20E+03,0.05937702,0.098165373,1
38941,40.97805795,68868,70.01,12268,27.83,18.950811,126.304875,313.434383,1140.334341,13.981332,9.65E+03,0.06316937,0.105254063,1
39031,40.91605425,68093,64.2,12284,27.79,20.088515,134.811301,300.097078,1245.56556,13.729944,9.72E+03,0.066961717,0.112342751,1
38909,40.6674106,66852,58.24,12416,27.6,21.22622,143.317728,288.453368,1350.79678,13.478556,9.49E+03,0.070754067,0.11943144,1
38591,38.22662145,65266,56.81,12436,27.07,23.616805,168.092576,399.763068,1556.784797,14.479882,8.77E+03,0.078722683,0.140077147,1
38383,37.64390259,64085,54.12,12264,26.99,28.014782,192.867423,518.652055,1762.772815,15.481209,7.39E+03,0.093382607,0.160722853,1
